8.396305625524768876e-04,1.666666666666666574e-01,1.000000000000000000e+00,7.843137254901960459e-04
2.159050017992083549e-03,3.723196881091617727e-01,8.259400216599184219e-01,2.352941176470588029e-03
9.595777857742593744e-03,1.311728395061728392e-01,6.187368779268322960e-01,3.137254901960784183e-03
2.794770301067530174e-02,5.392318697039727438e-02,2.895254390208280570e-01,0.000000000000000000e+00
1.307424733117428309e-02,2.079510703363914373e-02,1.469252148554212323e-01,0.000000000000000000e+00
2.338970852824757279e-02,3.171114599686027796e-02,1.302047227426307019e-01,0.000000000000000000e+00
5.253688377114069941e-02,1.426723943652205388e-02,1.163356360365661174e-01,0.000000000000000000e+00
7.196833393306944441e-04,1.428571428571428492e-01,1.159061922324331195e-01,0.000000000000000000e+00
7.316780616528727535e-03,7.650273224043716014e-02,1.133323299587773586e-01,7.058823529411764955e-03
4.318100035984167098e-03,4.804804804804804763e-02,1.128330182154494987e-01,7.843137254901960459e-04
1.439366678661388888e-03,1.025641025641025744e-01,1.123309191944944357e-01,0.000000000000000000e+00
2.278997241213865776e-03,1.561403508771929960e-01,1.120887065400837934e-01,0.000000000000000000e+00
7.916516732637639969e-03,7.764209256746569532e-02,1.111904930288191706e-01,0.000000000000000000e+00
6.117308384310903534e-03,7.692307692307692735e-02,1.115453182261529202e-01,0.000000000000000000e+00
1.271440566150893597e-02,6.759536824781049724e-02,1.114120261227360409e-01,0.000000000000000000e+00
2.039102794770300889e-03,1.917211328976034801e-01,1.113622121430954404e-01,0.000000000000000000e+00
3.598416696653472220e-04,6.666666666666666297e-01,1.113257781013807929e-01,0.000000000000000000e+00
2.758786134100995550e-03,4.951690821256038433e-02,1.111021987461999622e-01,0.000000000000000000e+00
1.691255847427132128e-02,4.305264209369693423e-02,1.067651696108776749e-01,0.000000000000000000e+00
3.958258366318819985e-03,9.447415329768271697e-02,1.061304649332287797e-01,0.000000000000000000e+00
1.319419455439606488e-02,5.847665847665847738e-02,1.017538505232401802e-01,7.843137254901960459e-04
1.247451121506537065e-02,5.238095238095238221e-02,1.005224437650513725e-01,0.000000000000000000e+00
1.751229459038023198e-02,6.243593327742055776e-02,9.950362498696940783e-02,0.000000000000000000e+00
1.427371956339210796e-02,4.682539682539682557e-02,9.794145839227597072e-02,0.000000000000000000e+00
1.223461676862180707e-02,4.080208135033949052e-02,9.696224125401296801e-02,0.000000000000000000e+00
1.007556675062972265e-02,1.252100840336134446e-01,9.666708224333647737e-02,0.000000000000000000e+00
